UNIT,DATEn,TIMEn,ENTRIESn,EXITSn,ENTRIESn_hourly,EXITSn_hourly,datetime,hour,day_week,weekday,station,latitude,longitude,conds,fog,precipi,pressurei,rain,tempi,wspdi,meanprecipi,meanpressurei,meantempi,meanwspdi,weather_lat,weather_lon
R003,05-01-11,00:00:00,4388333,2911002,0.0,0.0,2011-05-01 00:00:00,0,6,0,CYPRESS HILLS,40.689945,-73.872564,Clear,0,0.0,30.22,0,55.9,3.5,0.0,30.258000000000003,55.98,7.859999999999999,40.700348,-73.887177
R003,05-01-11,04:00:00,4388333,2911002,0.0,0.0,2011-05-01 04:00:00,4,6,0,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,30.25,0,52.0,3.5,0.0,30.258000000000003,55.98,7.859999999999999,40.700348,-73.887177
R003,05-01-11,12:00:00,4388333,2911002,0.0,0.0,2011-05-01 12:00:00,12,6,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.28,0,62.1,6.9,0.0,30.258000000000003,55.98,7.859999999999999,40.700348,-73.887177
R003,05-01-11,16:00:00,4388333,2911002,0.0,0.0,2011-05-01 16:00:00,16,6,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.26,0,57.9,15.0,0.0,30.258000000000003,55.98,7.859999999999999,40.700348,-73.887177
R003,05-01-11,20:00:00,4388333,2911002,0.0,0.0,2011-05-01 20:00:00,20,6,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.28,0,52.0,10.4,0.0,30.258000000000003,55.98,7.859999999999999,40.700348,-73.887177
R003,05-02-11,00:00:00,4388348,2911036,15.0,34.0,2011-05-02 00:00:00,0,0,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.31,0,50.0,6.9,0.0,30.238333333333333,54.166666666666664,8.25,40.700348,-73.887177
R003,05-02-11,04:00:00,5818689,3874767,19.0,40.0,2011-05-02 04:00:00,4,0,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.27,0,50.0,4.6,0.0,30.238333333333333,54.166666666666664,8.25,40.700348,-73.887177
R003,05-02-11,08:00:00,4388855,2911194,488.0,118.0,2011-05-02 08:00:00,8,0,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.3,0,53.1,10.4,0.0,30.238333333333333,54.166666666666664,8.25,40.700348,-73.887177
R003,05-02-11,12:00:00,4389345,2911326,490.0,132.0,2011-05-02 12:00:00,12,0,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.24,0,57.0,11.5,0.0,30.238333333333333,54.166666666666664,8.25,40.700348,-73.887177
R003,05-02-11,16:00:00,4389576,2911558,231.0,232.0,2011-05-02 16:00:00,16,0,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.16,0,59.0,11.5,0.0,30.238333333333333,54.166666666666664,8.25,40.700348,-73.887177
R003,05-02-11,20:00:00,4389811,2911963,235.0,405.0,2011-05-02 20:00:00,20,0,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.15,0,55.9,4.6,0.0,30.238333333333333,54.166666666666664,8.25,40.700348,-73.887177
R003,05-03-11,00:00:00,4389885,2912127,74.0,164.0,2011-05-03 00:00:00,0,1,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.13,0,54.0,4.6,0.0,30.048000000000002,58.94,8.059999999999999,40.700348,-73.887177
R003,05-03-11,04:00:00,4389905,2912160,20.0,33.0,2011-05-03 04:00:00,4,1,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.11,0,51.8,5.8,0.0,30.048000000000002,58.94,8.059999999999999,40.700348,-73.887177
R003,05-03-11,12:00:00,4390880,2912394,975.0,234.0,2011-05-03 12:00:00,12,1,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.07,0,60.8,9.2,0.0,30.048000000000002,58.94,8.059999999999999,40.700348,-73.887177
R003,05-03-11,16:00:00,4391147,2912651,267.0,257.0,2011-05-03 16:00:00,16,1,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.98,0,66.0,9.2,0.0,30.048000000000002,58.94,8.059999999999999,40.700348,-73.887177
R003,05-03-11,20:00:00,4391424,2913049,277.0,398.0,2011-05-03 20:00:00,20,1,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.95,0,62.1,11.5,0.0,30.048000000000002,58.94,8.059999999999999,40.700348,-73.887177
R003,05-04-11,00:00:00,4391507,2913223,83.0,174.0,2011-05-04 00:00:00,0,2,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.94,1,59.0,9.2,0.01,29.953333333333333,53.93333333333334,11.700000000000001,40.700348,-73.887177
R003,05-04-11,04:00:00,4391531,2913258,24.0,35.0,2011-05-04 04:00:00,4,2,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.91,1,60.1,0.0,0.01,29.953333333333333,53.93333333333334,11.700000000000001,40.700348,-73.887177
R003,05-04-11,08:00:00,4392063,2913388,532.0,130.0,2011-05-04 08:00:00,8,2,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.03,29.94,1,55.4,15.0,0.01,29.953333333333333,53.93333333333334,11.700000000000001,40.700348,-73.887177
R003,05-04-11,12:00:00,4392517,2913495,454.0,107.0,2011-05-04 12:00:00,12,2,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.03,29.96,1,51.1,11.5,0.01,29.953333333333333,53.93333333333334,11.700000000000001,40.700348,-73.887177
R003,05-04-11,16:00:00,4392764,2913744,247.0,249.0,2011-05-04 16:00:00,16,2,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.96,1,48.0,18.4,0.01,29.953333333333333,53.93333333333334,11.700000000000001,40.700348,-73.887177
R003,05-04-11,20:00:00,4392984,2914100,220.0,356.0,2011-05-04 20:00:00,20,2,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.01,1,50.0,16.1,0.01,29.953333333333333,53.93333333333334,11.700000000000001,40.700348,-73.887177
R003,05-05-11,00:00:00,4393043,2914284,59.0,184.0,2011-05-05 00:00:00,0,3,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,30.01,0,48.9,16.1,0.0,29.944,55.71999999999999,15.219999999999999,40.700348,-73.887177
R003,05-05-11,04:00:00,4393062,2914319,19.0,35.0,2011-05-05 04:00:00,4,3,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.98,0,48.0,12.7,0.0,29.944,55.71999999999999,15.219999999999999,40.700348,-73.887177
R003,05-05-11,12:00:00,4394057,2914509,995.0,190.0,2011-05-05 12:00:00,12,3,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.91,0,60.8,15.0,0.0,29.944,55.71999999999999,15.219999999999999,40.700348,-73.887177
R003,05-05-11,16:00:00,4394364,2914754,307.0,245.0,2011-05-05 16:00:00,16,3,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.88,0,63.0,19.6,0.0,29.944,55.71999999999999,15.219999999999999,40.700348,-73.887177
R003,05-05-11,20:00:00,4394592,2915145,228.0,391.0,2011-05-05 20:00:00,20,3,1,CYPRESS HILLS,40.689945,-73.872564,Clear,0,0.0,29.94,0,57.9,12.7,0.0,29.944,55.71999999999999,15.219999999999999,40.700348,-73.887177
R003,05-06-11,00:00:00,4394665,2915321,73.0,176.0,2011-05-06 00:00:00,0,4,1,CYPRESS HILLS,40.689945,-73.872564,Clear,0,0.0,29.97,0,55.0,3.5,0.0,29.918,60.58,11.3,40.700348,-73.887177
R003,05-06-11,04:00:00,4394687,2915369,22.0,48.0,2011-05-06 04:00:00,4,4,1,CYPRESS HILLS,40.689945,-73.872564,Clear,0,0.0,29.96,0,52.0,8.1,0.0,29.918,60.58,11.3,40.700348,-73.887177
R003,05-06-11,12:00:00,4395657,2915590,970.0,221.0,2011-05-06 12:00:00,12,4,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.94,0,68.0,16.1,0.0,29.918,60.58,11.3,40.700348,-73.887177
R003,05-06-11,16:00:00,4395943,2915845,286.0,255.0,2011-05-06 16:00:00,16,4,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.86,0,66.9,16.1,0.0,29.918,60.58,11.3,40.700348,-73.887177
R003,05-06-11,20:00:00,4396168,2916174,225.0,329.0,2011-05-06 20:00:00,20,4,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.86,0,61.0,12.7,0.0,29.918,60.58,11.3,40.700348,-73.887177
R003,05-07-11,00:00:00,4396250,2916359,82.0,185.0,2011-05-07 00:00:00,0,5,0,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.87,0,59.0,6.9,0.0,29.834000000000003,61.760000000000005,8.76,40.700348,-73.887177
R003,05-07-11,04:00:00,4396262,2916413,12.0,54.0,2011-05-07 04:00:00,4,5,0,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.83,0,55.9,4.6,0.0,29.834000000000003,61.760000000000005,8.76,40.700348,-73.887177
R003,05-07-11,12:00:00,4396262,2916420,0.0,7.0,2011-05-07 12:00:00,12,5,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.82,0,68.0,5.8,0.0,29.834000000000003,61.760000000000005,8.76,40.700348,-73.887177
R003,05-07-11,16:00:00,3379926,2466099,0.0,0.0,2011-05-07 16:00:00,16,5,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.8,0,66.9,15.0,0.0,29.834000000000003,61.760000000000005,8.76,40.700348,-73.887177
R003,05-07-11,20:00:00,4396263,2916420,1.0,0.0,2011-05-07 20:00:00,20,5,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.85,0,59.0,11.5,0.0,29.834000000000003,61.760000000000005,8.76,40.700348,-73.887177
R003,05-08-11,00:00:00,4396265,2916421,2.0,1.0,2011-05-08 00:00:00,0,6,0,CYPRESS HILLS,40.689945,-73.872564,Clear,0,0.0,29.86,0,57.0,3.5,0.0,29.879999999999995,62.21666666666666,5.766666666666667,40.700348,-73.887177
R003,05-08-11,04:00:00,4396265,2916421,0.0,0.0,2011-05-08 04:00:00,4,6,0,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,29.87,0,54.0,6.9,0.0,29.879999999999995,62.21666666666666,5.766666666666667,40.700348,-73.887177
R003,05-08-11,08:00:00,4396265,2916423,0.0,2.0,2011-05-08 08:00:00,8,6,0,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.9,0,60.1,9.2,0.0,29.879999999999995,62.21666666666666,5.766666666666667,40.700348,-73.887177
R003,05-08-11,12:00:00,4396265,2916423,0.0,0.0,2011-05-08 12:00:00,12,6,0,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.88,0,69.1,0.0,0.0,29.879999999999995,62.21666666666666,5.766666666666667,40.700348,-73.887177
R003,05-08-11,16:00:00,4396265,2916423,0.0,0.0,2011-05-08 16:00:00,16,6,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.85,0,69.1,8.1,0.0,29.879999999999995,62.21666666666666,5.766666666666667,40.700348,-73.887177
R003,05-08-11,20:00:00,4396265,2916423,0.0,0.0,2011-05-08 20:00:00,20,6,0,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.92,0,64.0,6.9,0.0,29.879999999999995,62.21666666666666,5.766666666666667,40.700348,-73.887177
R003,05-09-11,00:00:00,4396265,2916423,0.0,0.0,2011-05-09 00:00:00,0,0,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.96,0,57.9,6.9,0.0,29.941666666666674,60.95000000000001,12.866666666666667,40.700348,-73.887177
R003,05-09-11,04:00:00,4396274,2916427,9.0,4.0,2011-05-09 04:00:00,4,0,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.94,0,55.9,9.2,0.0,29.941666666666674,60.95000000000001,12.866666666666667,40.700348,-73.887177
R003,05-09-11,08:00:00,4396769,2916533,495.0,106.0,2011-05-09 08:00:00,8,0,1,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,30.01,0,57.0,11.5,0.0,29.941666666666674,60.95000000000001,12.866666666666667,40.700348,-73.887177
R003,05-09-11,12:00:00,4397212,2916627,443.0,94.0,2011-05-09 12:00:00,12,0,1,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,29.94,0,64.0,17.3,0.0,29.941666666666674,60.95000000000001,12.866666666666667,40.700348,-73.887177
R003,05-09-11,16:00:00,4397495,2916894,283.0,267.0,2011-05-09 16:00:00,16,0,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.88,0,66.9,19.6,0.0,29.941666666666674,60.95000000000001,12.866666666666667,40.700348,-73.887177
R003,05-09-11,20:00:00,4397703,2917278,208.0,384.0,2011-05-09 20:00:00,20,0,1,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,29.92,0,64.0,12.7,0.0,29.941666666666674,60.95000000000001,12.866666666666667,40.700348,-73.887177
R003,05-10-11,00:00:00,4397766,2917460,63.0,182.0,2011-05-10 00:00:00,0,1,1,CYPRESS HILLS,40.689945,-73.872564,Clear,0,0.0,29.93,0,57.9,12.7,0.0,29.954,61.36,9.92,40.700348,-73.887177
R003,05-10-11,04:00:00,4397791,2917509,25.0,49.0,2011-05-10 04:00:00,4,1,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.96,0,55.0,9.2,0.0,29.954,61.36,9.92,40.700348,-73.887177
R003,05-10-11,12:00:00,4398776,2917724,985.0,215.0,2011-05-10 12:00:00,12,1,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.95,0,66.9,13.8,0.0,29.954,61.36,9.92,40.700348,-73.887177
R003,05-10-11,16:00:00,1435704,967722,156.0,161.0,2011-05-10 16:00:00,16,1,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.93,0,71.1,5.8,0.0,29.954,61.36,9.92,40.700348,-73.887177
R003,05-10-11,20:00:00,1435817,967939,113.0,217.0,2011-05-10 20:00:00,20,1,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,30.0,0,55.9,8.1,0.0,29.954,61.36,9.92,40.700348,-73.887177
R003,05-11-11,00:00:00,1435860,968028,43.0,89.0,2011-05-11 00:00:00,0,2,1,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,30.05,0,55.0,4.6,0.0,30.058333333333334,59.65,8.65,40.700348,-73.887177
R003,05-11-11,04:00:00,4818176,3435999,332.0,392.0,2011-05-11 04:00:00,4,2,1,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,30.03,0,55.0,4.6,0.0,30.058333333333334,59.65,8.65,40.700348,-73.887177
R003,05-11-11,08:00:00,418886,517476,130.0,60.0,2011-05-11 08:00:00,8,2,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.08,0,57.0,15.0,0.0,30.058333333333334,59.65,8.65,40.700348,-73.887177
R003,05-11-11,12:00:00,4400415,2918813,865.0,170.0,2011-05-11 12:00:00,12,2,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.08,0,63.0,12.7,0.0,30.058333333333334,59.65,8.65,40.700348,-73.887177
R003,05-11-11,16:00:00,4400691,2919067,276.0,254.0,2011-05-11 16:00:00,16,2,1,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,30.04,0,66.9,8.1,0.0,30.058333333333334,59.65,8.65,40.700348,-73.887177
R003,05-11-11,20:00:00,4400926,2919465,235.0,398.0,2011-05-11 20:00:00,20,2,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.07,0,61.0,6.9,0.0,30.058333333333334,59.65,8.65,40.700348,-73.887177
R003,05-12-11,00:00:00,4400996,2919635,70.0,170.0,2011-05-12 00:00:00,0,3,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.07,0,57.0,4.6,0.0,30.046666666666667,59.38333333333333,6.933333333333334,40.700348,-73.887177
R003,05-12-11,04:00:00,4401023,2919679,27.0,44.0,2011-05-12 04:00:00,4,3,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,30.09,0,55.4,0.0,0.0,30.046666666666667,59.38333333333333,6.933333333333334,40.700348,-73.887177
R003,05-12-11,08:00:00,1436901,968739,231.0,86.0,2011-05-12 08:00:00,8,3,1,CYPRESS HILLS,40.689945,-73.872564,Partly Cloudy,0,0.0,30.08,0,59.0,8.1,0.0,30.046666666666667,59.38333333333333,6.933333333333334,40.700348,-73.887177
R003,05-12-11,12:00:00,4401958,2919897,704.0,132.0,2011-05-12 12:00:00,12,3,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,30.02,0,66.9,5.8,0.0,30.046666666666667,59.38333333333333,6.933333333333334,40.700348,-73.887177
R003,05-12-11,16:00:00,4402245,2920140,287.0,243.0,2011-05-12 16:00:00,16,3,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,29.99,0,63.0,12.7,0.0,30.046666666666667,59.38333333333333,6.933333333333334,40.700348,-73.887177
R003,05-12-11,20:00:00,4402485,2920532,240.0,392.0,2011-05-12 20:00:00,20,3,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,30.03,0,55.0,10.4,0.0,30.046666666666667,59.38333333333333,6.933333333333334,40.700348,-73.887177
R003,05-13-11,00:00:00,4402553,2920694,68.0,162.0,2011-05-13 00:00:00,0,4,1,CYPRESS HILLS,40.689945,-73.872564,Scattered Clouds,0,0.0,30.03,0,53.1,5.8,0.0,29.948333333333334,57.98333333333333,4.816666666666666,40.700348,-73.887177
R003,05-13-11,04:00:00,7367720,4872236,13.0,62.0,2011-05-13 04:00:00,4,4,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.98,0,53.6,0.0,0.0,29.948333333333334,57.98333333333333,4.816666666666666,40.700348,-73.887177
R003,05-13-11,08:00:00,2965403,1951520,249.0,40.0,2011-05-13 08:00:00,8,4,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.98,0,57.2,0.0,0.0,29.948333333333334,57.98333333333333,4.816666666666666,40.700348,-73.887177
R003,05-13-11,12:00:00,4403488,2920980,673.0,184.0,2011-05-13 12:00:00,12,4,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.96,0,62.1,6.9,0.0,29.948333333333334,57.98333333333333,4.816666666666666,40.700348,-73.887177
R003,05-13-11,16:00:00,3983958,2402693,212.0,151.0,2011-05-13 16:00:00,16,4,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.86,0,64.0,8.1,0.0,29.948333333333334,57.98333333333333,4.816666666666666,40.700348,-73.887177
R003,05-13-11,20:00:00,4404009,2921606,309.0,475.0,2011-05-13 20:00:00,20,4,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.88,0,57.9,8.1,0.0,29.948333333333334,57.98333333333333,4.816666666666666,40.700348,-73.887177
R003,05-14-11,00:00:00,4404112,2921794,103.0,188.0,2011-05-14 00:00:00,0,5,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.87,1,57.0,8.1,0.0,29.827999999999996,59.54,11.080000000000002,40.700348,-73.887177
